path,height,width,px_size,mm_size,size_class,cluster
/home/aubrey/Desktop/gpepp_nursery/33/33-084.png,8,7,8,0.2199312714776632,0.2-to-0.3-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-037.png,6,8,8,0.2199312714776632,0.2-to-0.3-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-095.png,4,2,4,0.1099656357388316,0.1-to-0.2-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-062.png,8,9,9,0.2474226804123711,0.2-to-0.3-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-068.png,8,7,8,0.2199312714776632,0.2-to-0.3-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-069.png,9,10,10,0.274914089347079,0.2-to-0.3-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-070.png,11,8,11,0.3024054982817869,0.3-to-0.4-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-128.png,8,10,10,0.274914089347079,0.2-to-0.3-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-101.png,8,7,8,0.2199312714776632,0.2-to-0.3-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-071.png,7,7,7,0.1924398625429553,0.1-to-0.2-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-097.png,19,45,45,1.2371134020618555,1-to-2-mm,0
/home/aubrey/Desktop/gpepp_nursery/33/33-007.png,18,13,18,0.4948453608247423,0.4-to-0.5-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-140.png,14,25,25,0.6872852233676976,0.6-to-0.7-mm,2
/home/aubrey/Desktop/gpepp_nursery/33/33-066.png,7,6,7,0.1924398625429553,0.1-to-0.2-mm,1
/home/aubrey/Desktop/gpepp_nursery/33/33-039.png,9,7,9,0.2474226804123711,0.2-to-0.3-mm,0
